"","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","humidity","pressure","windSpeed","windBearing","cloudCover","uvIndex","visibility","windGust","ozone","precipType"
"1927",2017-03-22 06:00:00,"Clear","clear-night",0,0,18.01,18.01,9.75,0.58,NA,0,NA,0,0,4.004,NA,NA,NA
"1928",2017-03-22 07:00:00,"Clear","clear-day",0,0,20.63,20.63,9.62,0.5,NA,0,191,0,1,4.004,NA,NA,NA
"1929",2017-03-22 08:00:00,"Clear","clear-day",0,0,26.7,26.7,8.5,0.32,NA,0.75,4,0,2,4.035,NA,NA,NA
"1930",2017-03-22 09:00:00,"Clear","clear-day",0,0,30.7,30.7,7.5,0.23,NA,1.56,45,0,4,3.752,NA,NA,NA
"1931",2017-03-22 10:00:00,"Clear","clear-day",0,0,33.06,33.06,6.43,0.19,NA,1.8,102,0,7,3.438,NA,NA,NA
"1932",2017-03-22 11:00:00,"Clear","clear-day",0,0,35.07,35.07,6,0.17,NA,2.04,118,0,9,3.69,NA,NA,NA
"1933",2017-03-22 12:00:00,"Clear","clear-day",0,0,36.58,36.58,5.5,0.15,NA,2.91,237,0,10,4.534,NA,NA,NA
"1934",2017-03-22 13:00:00,"Clear","clear-day",0,0,37.5,37.5,4.94,0.13,NA,3.26,312,0,10,5.064,NA,NA,NA
"1935",2017-03-22 14:00:00,"Clear","clear-day",0,0,38.63,38.63,5,0.13,NA,1.95,56,0,9,5.002,NA,NA,NA
"1936",2017-03-22 15:00:00,"Clear","clear-day",0,0,38.57,38.57,5,0.13,NA,1.77,56,0,4,5.002,NA,NA,NA
"1937",2017-03-22 16:00:00,"Clear","clear-day",0,0,37.94,37.94,5,0.13,NA,1.93,45,0,3,5.002,NA,NA,NA
"1938",2017-03-22 17:00:00,"Clear","clear-day",0,0,38.13,38.13,4.94,0.13,1007,0.62,73,0,1,5.002,NA,NA,NA
"1939",2017-03-22 18:00:00,"Clear","clear-day",0,0,37.27,37.27,5.5,0.14,1007,0.69,113,0,0,5.064,NA,NA,NA
"1940",2017-03-22 19:00:00,"Clear","clear-night",0,0,34.08,34.08,5.87,0.17,NA,1.41,114,0,0,4.503,NA,NA,NA
"1941",2017-03-22 20:00:00,"Clear","clear-night",0,0,30.32,30.32,7.56,0.24,1009.7,0.47,122,0,0,3.941,NA,NA,NA
"1942",2017-03-22 21:00:00,"Clear","clear-night",0,0,28.45,28.45,8.69,0.29,1009.7,0,300,0,0,4.004,NA,NA,NA
"1943",2017-03-22 22:00:00,"Clear","clear-night",0,0,26.95,26.95,7.88,0.3,NA,0,NA,0,0,4.004,NA,NA,NA
"1944",2017-03-22 23:00:00,"Clear","clear-night",0,0,25.89,25.89,8.5,0.33,NA,0,150,0,0,4.066,NA,NA,NA
"1945",2017-03-23 00:00:00,"Clear","clear-night",0,0,26.08,26.08,9.06,0.34,NA,0.56,330,0,0,3.5,NA,NA,NA
"1946",2017-03-23 01:00:00,"Foggy","fog",0,0,25.57,25.57,9,0.35,NA,0.56,330,0,0,2.934,NA,NA,NA
"1947",2017-03-23 02:00:00,"Foggy","fog",0,0,24.44,24.44,9,0.38,NA,0,150,0,0,2.997,NA,NA,NA
"1948",2017-03-23 03:00:00,"Foggy","fog",0,0,24.05,24.05,9.13,0.39,NA,0,NA,0,0,2.997,NA,NA,NA
"1949",2017-03-23 04:00:00,"Foggy","fog",0,0,23.12,23.12,7.94,0.38,NA,0,NA,0,0,2.997,NA,NA,NA
"1950",2017-03-23 05:00:00,"Foggy","fog",0,0,20.89,20.89,7.31,0.42,NA,0,NA,0,0,2.997,NA,NA,NA
"1951",2017-03-23 06:00:00,"Foggy","fog",0,0,19.7,19.7,8.5,0.48,NA,0,NA,0,0,2.997,NA,NA,NA
"1952",2017-03-23 07:00:00,"Foggy","fog",0,0,21.32,21.32,9.62,0.47,NA,0,NA,0,0,2.997,NA,NA,NA
"1953",2017-03-23 08:00:00,"Foggy","fog",0,0,24.32,24.32,9.5,0.39,NA,0,300,0,1,2.997,NA,NA,NA
"1954",2017-03-23 09:00:00,"Foggy","fog",0,0,29.01,29.01,9.44,0.3,NA,0.5,118,0,4,2.997,NA,NA,NA
"1955",2017-03-23 10:00:00,"Foggy","fog",0,0,33.7,33.7,10.18,0.24,NA,1.03,129,0,7,2.997,NA,NA,NA
"1956",2017-03-23 11:00:00,"Foggy","fog",0,0,36.63,36.63,9.06,0.19,1010.4,1.15,133,0,9,2.997,NA,NA,NA
"1957",2017-03-23 12:00:00,"Foggy","fog",0,0,38.69,38.69,7.37,0.15,1010.4,2.3,207,0,10,2.997,NA,NA,NA
"1958",2017-03-23 13:00:00,"Foggy","fog",0,0,39.01,39.01,6.93,0.14,NA,3.51,277,0,10,2.997,NA,NA,NA
"1959",2017-03-23 14:00:00,"Foggy","fog",0,0,39.43,39.43,6.99,0.14,1006.6,3.16,323,0,8,2.997,NA,NA,NA
"1960",2017-03-23 15:00:00,"Foggy","fog",0,0,40.62,40.62,7.06,0.13,1006.6,2.29,269,0,6,2.997,NA,NA,NA
"1961",2017-03-23 16:00:00,"Foggy","fog",0,0,40.62,40.62,6.43,0.13,NA,2.13,147,0,3,2.997,NA,NA,NA
"1962",2017-03-23 17:00:00,"Foggy","fog",0,0,39.62,39.62,6.31,0.13,1005.8,1.52,100,0,1,2.997,NA,NA,NA
"1963",2017-03-23 18:00:00,"Foggy","fog",0,0,37.83,37.83,8.12,0.17,1005.8,1.18,139,0,0,2.997,NA,NA,NA
"1964",2017-03-23 19:00:00,"Foggy","fog",0,0,32.58,32.58,8.57,0.23,NA,1.46,165,0,0,2.997,NA,NA,NA
"1965",2017-03-23 20:00:00,"Foggy","fog",0,0,31.75,31.75,8.57,0.24,1008.4,2.12,180,0,0,2.997,NA,NA,NA
"1966",2017-03-23 21:00:00,"Foggy","fog",0,0,33.44,33.44,8,0.21,1008.4,2.15,190,0,0,2.997,NA,NA,NA
"1967",2017-03-23 22:00:00,"Foggy","fog",0,0,30.39,30.39,7.31,0.24,NA,1.18,242,0,0,2.997,NA,NA,NA
"1968",2017-03-23 23:00:00,"Foggy","fog",0,0,28.83,28.83,8.5,0.28,NA,1.03,336,0,0,2.997,NA,NA,NA
"1969",2017-03-24 00:00:00,"Foggy","fog",0,0,29.14,29.14,9.62,0.3,NA,0.5,26,0,0,2.997,NA,NA,NA
"1970",2017-03-24 01:00:00,"Foggy","fog",0,0,28.07,28.07,9.56,0.31,NA,0,200,0,0,2.997,NA,NA,NA
"1971",2017-03-24 02:00:00,"Foggy","fog",0,0,26.32,26.32,9,0.34,1008.6,0,131,0,0,3.028,NA,NA,NA
"1972",2017-03-24 03:00:00,"Foggy","fog",0,0,26.51,26.51,8.44,0.32,1008.6,0.5,308,0,0,2.75,NA,NA,NA
"1973",2017-03-24 04:00:00,"Foggy","fog",0,0,26.63,26.63,8.44,0.32,NA,1.07,319,0,0,2.471,NA,NA,NA
"1974",2017-03-24 05:00:00,"Foggy","fog",0,0,25.45,25.45,9,0.35,NA,1,337,0,0,2.502,NA,NA,NA
"1975",2017-03-24 06:00:00,"Foggy","fog",0,0,24.82,24.82,9.44,0.38,NA,1.07,336,0,0,2.533,NA,NA,NA
"1976",2017-03-24 07:00:00,"Foggy","fog",0,0,25.75,25.75,10.43,0.38,NA,0.44,333,0,1,2.252,NA,NA,NA
"1977",2017-03-24 08:00:00,"Foggy","fog",0,0,28.88,28.88,12.12,0.35,NA,0.44,191,0,2,1.94,NA,NA,NA
"1978",2017-03-24 09:00:00,"Foggy","fog",0,0,33.27,33.27,12.63,0.29,NA,1.07,168,0,4,2.252,NA,NA,NA
"1979",2017-03-24 10:00:00,"Foggy","fog",0,0,35.01,35.01,12.12,0.25,NA,0.97,95,0,5,2.533,NA,NA,NA
"1980",2017-03-24 11:00:00,"Foggy","fog",0,0,36.88,36.88,10.5,0.21,1009.2,1.18,76,0,10,2.471,NA,NA,NA
"1981",2017-03-24 12:00:00,"Foggy","fog",0,0,40.25,40.25,8.94,0.15,1009.2,2.15,123,0,10,2.687,NA,NA,NA
"1982",2017-03-24 13:00:00,"Clear","clear-day",0,0,41.13,41.13,7.94,0.14,NA,1.93,106,0.09,10,3.531,NA,NA,NA
"1983",2017-03-24 14:00:00,"Clear","clear-day",0,0,41,41,7.31,0.13,1005.2,3.14,271,0.2,8,4.066,NA,NA,NA
"1984",2017-03-24 15:00:00,"Clear","clear-day",0,0,41,41,8.75,0.14,1005.2,3.58,246,0.19,5,4.004,NA,NA,NA
"1985",2017-03-24 16:00:00,"Clear","clear-day",0,0,41.07,41.07,7.38,0.13,NA,1.67,185,0.19,3,4.004,NA,NA,NA
"1986",2017-03-24 17:00:00,"Clear","clear-day",0,0,40.74,40.74,7.44,0.14,1004.6,1.18,174,0.19,1,4.066,NA,NA,NA
"1987",2017-03-24 18:00:00,"Clear","clear-day",0,0,38.01,38.01,8.25,0.16,1004.6,1.31,192,0.19,0,3.5,NA,NA,NA
"1988",2017-03-24 19:00:00,"Foggy","fog",0,0,35.33,35.33,6.31,0.17,NA,0.78,191,0.19,0,2.934,NA,NA,NA
"1989",2017-03-24 20:00:00,"Foggy","fog",0,0,34.5,34.5,6.43,0.18,NA,0,11,0.19,0,2.997,NA,NA,NA
"1990",2017-03-24 21:00:00,"Foggy","fog",0,0,33.57,33.57,6.93,0.19,NA,0,NA,0.2,0,2.997,NA,NA,NA
"1991",2017-03-24 22:00:00,"Foggy","fog",0,0,32.08,32.08,8.06,0.23,NA,0,NA,0.09,0,2.997,NA,NA,NA
"1992",2017-03-24 23:00:00,"Foggy","fog",0,0,29.95,29.95,8.63,0.26,1009.4,0,NA,0,0,2.997,NA,NA,NA
"1993",2017-03-25 00:00:00,"Foggy","fog",0,0,28.39,28.39,7.94,0.28,1009.4,0,NA,0,0,2.997,NA,NA,NA
"1994",2017-03-25 01:00:00,"Foggy","fog",0,0,28.02,28.02,7.94,0.28,NA,0,NA,0,0,2.997,NA,NA,NA
"1995",2017-03-25 02:00:00,"Foggy","fog",0,0,27.51,27.51,8.5,0.3,1008.6,0,NA,0,0,2.997,NA,NA,NA
"1996",2017-03-25 03:00:00,"Foggy","fog",0,0,26.93,26.93,9.13,0.33,1008.6,0,NA,0,0,2.997,NA,NA,NA
"1997",2017-03-25 04:00:00,"Foggy","fog",0,0,27.06,27.06,8.5,0.31,NA,0,NA,0,0,2.997,NA,NA,NA
"1998",2017-03-25 05:00:00,"Foggy","fog",0,0,26.63,26.63,7.82,0.3,NA,0,NA,NA,0,2.997,NA,NA,NA
"1999",2017-03-25 06:00:00,"Foggy","fog",0,0,24.7,24.7,9,0.37,NA,0,NA,0,0,2.997,NA,NA,NA
"2000",2017-03-25 07:00:00,"Foggy","fog",0,0,25.63,25.63,10.18,0.38,NA,0,180,0,0,2.997,NA,NA,NA
"2001",2017-03-25 08:00:00,"Foggy","fog",0,0,30.14,30.14,9.37,0.28,NA,0.5,358,0,2,2.997,NA,NA,NA
"2002",2017-03-25 09:00:00,"Foggy","fog",0,0,33,33,10.12,0.24,NA,1.03,5,0,3,2.934,NA,NA,NA
"2003",2017-03-25 10:00:00,"Clear","clear-day",0,0,36.06,36.06,9.69,0.21,NA,1.15,75,0,8,3.5,NA,NA,NA
"2004",2017-03-25 11:00:00,"Clear","clear-day",0,0,38.7,38.7,7.31,0.15,1009.5,2.39,4,0,9,4.066,NA,NA,NA
"2005",2017-03-25 12:00:00,"Clear","clear-day",0,0,39.5,39.5,6.93,0.14,1009.5,2.7,15,0,11,4.004,NA,NA,NA
"2006",2017-03-25 13:00:00,"Clear","clear-day",0,0,40.5,40.5,6.99,0.13,NA,1.91,32,0,10,3.941,NA,NA,NA
"2007",2017-03-25 14:00:00,"Clear","clear-day",0,0,41.57,41.57,6.99,0.12,NA,3,317,0.09,8,4.503,NA,NA,NA
"2008",2017-03-25 15:00:00,"Clear","clear-day",0,0,42.06,42.06,6.93,0.12,NA,5.1,320,0.2,5,5.064,NA,NA,NA
"2009",2017-03-25 16:00:00,"Clear","clear-day",0,0,42.06,42.06,7.69,0.13,NA,5.25,316,0.19,3,5.002,NA,NA,NA
"2010",2017-03-25 17:00:00,"Clear","clear-day",0,0,41.69,41.69,6.5,0.12,NA,4.69,310,0.19,1,5.064,NA,NA,NA
"2011",2017-03-25 18:00:00,"Clear","clear-day",0,0,39.51,39.51,5.19,0.12,NA,3.42,310,0.2,0,4.503,NA,NA,NA
"2012",2017-03-25 19:00:00,"Clear","clear-night",0,0,37.44,37.44,7.06,0.16,NA,1.36,319,0.09,0,3.941,NA,NA,NA
"2013",2017-03-25 20:00:00,"Clear","clear-night",0,0,36.13,36.13,8.07,0.18,NA,1.12,6,0,0,4.004,NA,NA,NA
"2014",2017-03-25 21:00:00,"Clear","clear-night",0,0,33.51,33.51,8.57,0.22,NA,2.11,348,0,0,4.004,NA,NA,NA
"2015",2017-03-25 22:00:00,"Clear","clear-night",0,0,30.95,30.95,8.63,0.25,NA,2.55,28,0,0,4.004,NA,NA,NA
"2016",2017-03-25 23:00:00,"Clear","clear-night",0,0,28.89,28.89,7.31,0.26,1010.1,1.02,97,0,0,4.004,NA,NA,NA
"2017",2017-03-26 00:00:00,"Clear","clear-night",0,0,27.96,27.96,7.94,0.28,1010.1,0,226,0,0,4.004,NA,NA,NA
"2018",2017-03-26 01:00:00,"Clear","clear-night",0,0,27.51,27.51,9.13,0.32,NA,0.75,328,0,0,4.004,NA,NA,NA
"2019",2017-03-26 02:00:00,"Clear","clear-night",0,0,27.18,27.18,8.75,0.31,NA,1.6,337,0,0,4.004,NA,NA,NA
"2020",2017-03-26 03:00:00,"Clear","clear-night",0,0,25.06,25.06,11.19,0.43,NA,1.53,22,0,0,4.004,NA,NA,NA
"2021",2017-03-26 04:00:00,"Clear","clear-night",0,0,22.26,22.26,11.87,0.52,NA,1.18,55,0,0,4.004,NA,NA,NA
"2022",2017-03-26 05:00:00,"Clear","clear-night",0,0,21.77,21.77,8.81,0.43,NA,1.65,340,0,0,4.004,NA,NA,NA
"2023",2017-03-26 06:00:00,"Clear","clear-night",0,0,23.45,23.45,7.82,0.37,NA,1.12,316,0,0,4.004,NA,NA,NA
"2024",2017-03-26 07:00:00,"Clear","clear-day",0,0,25.26,25.26,8.38,0.34,NA,0,175,0,0,4.004,NA,NA,NA
"2025",2017-03-26 08:00:00,"Clear","clear-day",0,0,29.46,29.46,10.06,0.3,NA,0.71,43,0,3,4.004,NA,NA,NA
"2026",2017-03-26 09:00:00,"Clear","clear-day",0,0,34.33,34.33,11.12,0.24,NA,1.86,69,0,4,4.004,NA,NA,NA
"2027",2017-03-26 10:00:00,"Clear","clear-day",0,0,36,36,10.93,0.22,NA,2.35,108,0,7,4.004,NA,NA,NA
"2028",2017-03-26 11:00:00,"Clear","clear-day",0,0,38.07,38.07,11.56,0.2,1011,2.88,113,0,9,4.004,NA,NA,NA
"2029",2017-03-26 12:00:00,"Clear","clear-day",0,0,39.56,39.56,11.56,0.19,1011,3.23,131,0,11,4.004,NA,NA,NA
"2030",2017-03-26 13:00:00,"Clear","clear-day",0,0,40.56,40.56,11.06,0.17,NA,2.23,141,0,10,4.004,NA,NA,NA
"2031",2017-03-26 14:00:00,"Clear","clear-day",0,0,41,41,9.94,0.16,NA,2.05,55,0,8,4.004,NA,NA,NA
"2032",2017-03-26 15:00:00,"Clear","clear-day",0,0,41.5,41.5,9.44,0.15,NA,1.77,54,0,6,4.004,NA,NA,NA
"2033",2017-03-26 16:00:00,"Clear","clear-day",0,0,42,42,9.62,0.15,NA,1.87,335,0,3,4.004,NA,NA,NA
"2034",2017-03-26 17:00:00,"Clear","clear-day",0,0,42.89,42.89,8.25,0.13,1005.4,1.4,317,0,1,4.004,NA,NA,NA
"2035",2017-03-26 18:00:00,"Clear","clear-day",0,0,40.27,40.27,9.5,0.16,1005.4,0,104,0,0,4.066,NA,NA,NA
"2036",2017-03-26 19:00:00,"Clear","clear-night",0,0,35.18,35.18,10.68,0.22,NA,0.84,200,0,0,3.5,NA,NA,NA
"2037",2017-03-26 20:00:00,"Foggy","fog",0,0,33.44,33.44,9.87,0.24,1008.6,0.75,202,0,0,2.934,NA,NA,NA
"2038",2017-03-26 21:00:00,"Foggy","fog",0,0,32.02,32.02,10.43,0.27,1008.6,0.75,47,0,0,2.997,NA,NA,NA
"2039",2017-03-26 22:00:00,"Foggy","fog",0,0,30.45,30.45,11.5,0.31,NA,0.78,51,0,0,2.997,NA,NA,NA
"2040",2017-03-26 23:00:00,"Foggy","fog",0,0,29.45,29.45,12.69,0.36,1009.8,0.47,26,0,0,2.997,NA,NA,NA
"2041",2017-03-27 00:00:00,"Foggy","fog",0,0,29.01,29.01,12,0.35,1009.8,0.56,30,0,0,2.997,NA,NA,NA
"2042",2017-03-27 01:00:00,"Foggy","fog",0,0,28.52,28.52,11.37,0.35,NA,0,210,0,0,2.997,NA,NA,NA
"2043",2017-03-27 02:00:00,"Foggy","fog",0,0,28.08,28.08,12.06,0.37,1008.8,0,NA,0,0,2.997,NA,NA,NA
"2044",2017-03-27 03:00:00,"Foggy","fog",0,0,27.14,27.14,12.06,0.39,1008.8,0,NA,0,0,2.997,NA,NA,NA
"2045",2017-03-27 04:00:00,"Foggy","fog",0,0,24.95,24.95,11.37,0.43,NA,0,180,0,0,2.997,NA,NA,NA
"2046",2017-03-27 05:00:00,"Foggy","fog",0,0,23.38,23.38,12,0.49,1009.7,1.18,0,0,0,2.997,NA,NA,NA
"2047",2017-03-27 06:00:00,"Foggy","fog",0,0,22.75,22.75,12.63,0.53,1009.7,1.18,0,0,0,2.997,NA,NA,NA
"2048",2017-03-27 07:00:00,"Foggy","fog",0,0,24.32,24.32,12,0.46,NA,0,205,0,0,2.997,NA,NA,NA
"2049",2017-03-27 08:00:00,"Foggy","fog",0,0,27.45,27.45,11.5,0.37,1011.9,0.75,60,0,2,2.997,NA,NA,NA
"2050",2017-03-27 09:00:00,"Foggy","fog",0,0,31.02,31.02,10.93,0.29,1011.9,1.53,56,0,4,2.997,NA,NA,NA
"2051",2017-03-27 10:00:00,"Foggy","fog",0,0,34.59,34.59,11.06,0.24,NA,2.02,92,0,7,2.934,NA,NA,NA
"2052",2017-03-27 11:00:00,"Clear","clear-day",0,0,37.58,37.58,10.49,0.2,NA,3.02,111,0,9,3.5,NA,NA,NA
"2053",2017-03-27 12:00:00,"Clear","clear-day",0,0,40.19,40.19,9.93,0.16,NA,2.33,107,0,11,4.066,NA,NA,NA
"2054",2017-03-27 13:00:00,"Clear","clear-day",0,0,41.13,41.13,10.06,0.16,NA,1.4,90,0,10,4.004,NA,NA,NA
"2055",2017-03-27 14:00:00,"Clear","clear-day",0,0,41.07,41.07,9.44,0.15,NA,1.5,61,0,9,4.004,NA,NA,NA
"2056",2017-03-27 15:00:00,"Clear","clear-day",0,0,40.56,40.56,9.37,0.15,NA,1.5,202,0,6,4.004,NA,NA,NA
"2057",2017-03-27 16:00:00,"Clear","clear-day",0,0,39.5,39.5,10.68,0.18,NA,1.6,172,0,3,4.004,NA,NA,NA
"2058",2017-03-27 17:00:00,"Clear","clear-day",0,0,38.63,38.63,10.12,0.18,1006.2,0.69,45,0,1,4.066,NA,NA,NA
"2059",2017-03-27 18:00:00,"Clear","clear-day",0,0,36.45,36.45,8.25,0.18,1006.2,0.47,109,0,0,3.5,NA,NA,NA
"2060",2017-03-27 19:00:00,"Foggy","fog",0,0,34.89,34.89,8.94,0.2,NA,0.5,97,0,0,2.934,NA,NA,NA
"2061",2017-03-27 20:00:00,"Foggy","fog",0,0,34.56,34.56,10.12,0.23,NA,0.44,140,0,0,2.997,NA,NA,NA
"2062",2017-03-27 21:00:00,"Foggy","fog",0,0,33.57,33.57,9.93,0.23,NA,1.13,105,0,0,2.997,NA,NA,NA
"2063",2017-03-27 22:00:00,"Foggy","fog",0,0,31.96,31.96,10.37,0.27,NA,0.5,74,0,0,2.997,NA,NA,NA
"2064",2017-03-27 23:00:00,"Foggy","fog",0,0,31.02,31.02,12.25,0.32,1010.7,0,260,0,0,2.997,NA,NA,NA
"2065",2017-03-28 00:00:00,"Foggy","fog",0,0,30.08,30.08,11.62,0.32,1010.7,0,NA,0,0,2.997,NA,NA,NA
"2066",2017-03-28 01:00:00,"Foggy","fog",0,0,28.45,28.45,9.81,0.31,NA,0,101,0,0,2.997,NA,NA,NA
"2067",2017-03-28 02:00:00,"Foggy","fog",0,0,27.45,27.45,9.99,0.34,1010.3,0.5,275,0,0,2.997,NA,NA,NA
"2068",2017-03-28 03:00:00,"Foggy","fog",0,0,27,27,9.93,0.34,1010.3,1.13,311,0,0,2.997,NA,NA,NA
"2069",2017-03-28 04:00:00,"Foggy","fog",0,0,26.45,26.45,10.49,0.37,NA,0.41,352,NA,0,2.997,NA,NA,NA
"2070",2017-03-28 05:00:00,"Foggy","fog",0,0,26.51,26.51,11.06,0.38,1010.2,0.78,318,0,0,3.028,NA,NA,NA
"2071",2017-03-28 06:00:00,"Foggy","fog",0,0,26.51,26.51,10.99,0.38,1010.2,0.84,320,0,0,2.75,NA,NA,NA
"2072",2017-03-28 07:00:00,"Foggy","fog",0,0,26.07,26.07,10.87,0.38,NA,0,140,0,0,2.377,NA,NA,NA
"2073",2017-03-28 08:00:00,"Clear","clear-day",0,0,29.88,29.88,12.06,0.34,NA,0,300,0,2,3.222,NA,NA,NA
"2074",2017-03-28 09:00:00,"Clear","clear-day",0,0,34.84,34.84,12.69,0.26,NA,0.47,113,0,4,4.345,NA,NA,NA
"2075",2017-03-28 10:00:00,"Clear","clear-day",0,0,36.51,36.49,11.18,0.22,NA,1.28,140,0,5,4.499,NA,NA,NA
"2076",2017-03-28 11:00:00,"Clear","clear-day",0,0,38.56,38.77,13.18,0.22,1010.1,1.9,178,0,10,4.75,NA,NA,NA
"2077",2017-03-28 12:00:00,"Clear","clear-day",0,0,40.11,40.33,13.37,0.21,1010.1,1.45,204,0.09,10,5.033,NA,NA,NA
"2078",2017-03-28 13:00:00,"Clear","clear-day",0,0,40.43,40.41,9.75,0.16,NA,2.08,42,0.2,9,5.002,NA,NA,NA
"2079",2017-03-28 14:00:00,"Clear","clear-day",0,0,41.57,41.57,8.82,0.14,NA,2.39,14,0.2,8,5.002,NA,NA,NA
"2080",2017-03-28 15:00:00,"Clear","clear-day",0,0,42.06,42.06,9.56,0.14,NA,1.64,335,0.09,5,5.002,NA,NA,NA
"2081",2017-03-28 16:00:00,"Clear","clear-day",0,0,42.13,42.13,9.56,0.14,NA,2.6,358,0,3,5.002,NA,NA,NA
"2082",2017-03-28 17:00:00,"Clear","clear-day",0,0,41.12,41.12,8.94,0.15,1004.8,3.54,313,0,1,5.002,NA,NA,NA
"2083",2017-03-28 18:00:00,"Clear","clear-day",0,0,39,39,8.94,0.16,1004.8,2.61,269,0,0,5.002,NA,NA,NA
"2084",2017-03-28 19:00:00,"Clear","clear-night",0,0,37.02,37.02,9.62,0.19,NA,1.18,230,0,0,5.064,NA,NA,NA
"2085",2017-03-28 20:00:00,"Clear","clear-night",0,0,34.89,34.89,8.94,0.2,1007.9,0.47,255,0,0,4.503,NA,NA,NA
"2086",2017-03-28 21:00:00,"Clear","clear-night",0,0,33.99,33.99,8.94,0.22,1007.9,0,71,0,0,3.941,NA,NA,NA
"2087",2017-03-28 22:00:00,"Clear","clear-night",0,0,33.07,33.07,9.75,0.24,NA,0,NA,0,0,4.066,NA,NA,NA
"2088",2017-03-28 23:00:00,"Clear","clear-night",0,0,31.39,31.39,7.94,0.23,1008.9,0,NA,0,0,3.5,NA,NA,NA
"2089",2017-03-29 00:00:00,"Foggy","fog",0,0,31.02,31.02,6.81,0.22,1008.9,0,NA,0,0,2.934,NA,NA,NA
"2090",2017-03-29 01:00:00,"Foggy","fog",0,0,30.57,30.57,7.44,0.24,NA,0,140,0,0,2.997,NA,NA,NA
"2091",2017-03-29 02:00:00,"Foggy","fog",0,0,29.45,29.45,8.57,0.27,1007.5,1.18,320,0,0,2.997,NA,NA,NA
"2092",2017-03-29 03:00:00,"Foggy","fog",0,0,29.14,29.14,9.06,0.29,1007.5,1.18,320,0,0,2.997,NA,NA,NA
"2093",2017-03-29 04:00:00,"Foggy","fog",0,0,27.51,27.51,8.94,0.31,NA,0,140,0,0,2.997,NA,NA,NA
"2094",2017-03-29 05:00:00,"Foggy","fog",0,0,25.83,25.83,9.44,0.36,1008.7,0,260,0,0,2.997,NA,NA,NA
"2095",2017-03-29 06:00:00,"Foggy","fog",0,0,25.89,25.89,10.56,0.38,1008.7,0.56,80,0,0,2.997,NA,NA,NA
"2096",2017-03-29 07:00:00,"Foggy","fog",0,0,26.77,26.77,11.12,0.38,NA,0.5,85,0,0,2.997,NA,NA,NA
"2097",2017-03-29 08:00:00,"Foggy","fog",0,0,30.08,30.08,10.43,0.3,NA,0.44,319,0,2,2.934,NA,NA,NA
"2098",2017-03-29 09:00:00,"Clear","clear-day",0,0,32.52,32.52,10.37,0.26,NA,1.03,346,0,3,3.563,NA,NA,NA
"2099",2017-03-29 10:00:00,"Clear","clear-day",0,0,34.95,34.95,11.5,0.24,NA,1.28,29,0,8,3.563,NA,NA,NA
"2100",2017-03-29 11:00:00,"Foggy","fog",0,0,38.19,38.19,12.5,0.22,NA,1.22,56,0,9,2.965,NA,NA,NA
"2101",2017-03-29 12:00:00,"Foggy","fog",0,0,39.5,39.5,13.69,0.22,NA,1.55,83,0,11,2.75,NA,NA,NA
"2102",2017-03-29 13:00:00,"Foggy","fog",0,0,40.93,40.93,13.31,0.2,NA,1.83,20,0,10,2.44,NA,NA,NA
"2103",2017-03-29 14:00:00,"Foggy","fog",0,0,43.14,43.14,9.88,0.14,NA,1.8,44,0,8,2.75,NA,NA,NA
"2104",2017-03-29 15:00:00,"Foggy","fog",0,0,44.16,44.16,7.75,0.11,NA,1.87,104,0,7,3.028,NA,NA,NA
"2105",2017-03-29 16:00:00,"Foggy","fog",0,0,44.09,44.09,7.94,0.12,NA,1.18,131,0,2,2.997,NA,NA,NA
"2106",2017-03-29 17:00:00,"Foggy","fog",0,0,43.72,43.72,8.57,0.12,NA,1.25,159,0,1,2.997,NA,NA,NA
"2107",2017-03-29 18:00:00,"Foggy","fog",0,0,42.26,42.26,8.57,0.13,NA,1.28,130,0,0,2.997,NA,NA,NA
"2108",2017-03-29 19:00:00,"Foggy","fog",0,0,32.74,32.74,7.88,0.23,NA,0.9,200,0,0,2.997,NA,NA,NA
"2109",2017-03-29 20:00:00,"Foggy","fog",0,0,30.83,30.83,8.38,0.25,1007.4,1.62,154,0,0,2.997,NA,NA,NA
"2110",2017-03-29 21:00:00,"Foggy","fog",0,0,35.57,35.57,10.06,0.21,1007.4,1.62,106,0,0,2.997,NA,NA,NA
"2111",2017-03-29 22:00:00,"Foggy","fog",0,0,33.87,33.87,11.12,0.25,NA,0.93,77,0,0,2.997,NA,NA,NA
"2112",2017-03-29 23:00:00,"Foggy","fog",0,0,34.12,34.12,10.93,0.24,1008.6,1.07,123,0,0,2.997,NA,NA,NA
"2113",2017-03-30 00:00:00,"Foggy","fog",0,0,33.13,33.13,11.43,0.27,1008.6,0.5,156,0,0,2.997,NA,NA,NA
"2114",2017-03-30 01:00:00,"Foggy","fog",0,0,31.01,31.01,12.63,0.33,NA,0,45,0,0,2.997,NA,NA,NA
"2115",2017-03-30 02:00:00,"Foggy","fog",0,0,28.89,28.89,12.56,0.37,NA,0.5,300,0,0,2.997,NA,NA,NA
"2116",2017-03-30 03:00:00,"Foggy","fog",0,0,27.96,27.96,11.93,0.37,NA,1.07,302,0,0,2.997,NA,NA,NA
"2117",2017-03-30 04:00:00,"Foggy","fog",0,0,27.57,27.57,11.93,0.38,NA,1.07,284,0,0,2.997,NA,NA,NA
